contexte	nb_utilisations	nb_cilbe_n	nb_cible_v	réponse_mod
son long	1	1	0	de
oui tu	2	0	2	v
dis+donc ta	1	1	0	n
pshh+pshh allez	1	0	1	v
veux garder	1	0	0	des
l' enfant	1	0	1	
aie pas	1	1	0	v
alors soudain	1	0	0	Casimir
ça coûte	1	0	0	
ne pas	3	0	3	là
voulant s'	1	0	1	v
changement d'	1	1	0	v
bah l'	1	0	0	n
trop en	1	1	0	v
quand maman	1	1	0	n
ou cette	1	1	0	n
était la	3	3	0	n
suis une	6	3	0	petite
petites en	1	0	1	a
coin pour	1	0	1	'deux
ont tes	2	2	0	n
animaux sont	1	0	1	les
soit la	2	2	0	n
porte pas	1	0	0	hein
le jardin	1	0	1	de
de travail	1	0	0	ça
pour leur	1	0	1	v
va les	2	0	2	v
canards ils	1	0	0	sont
avec ce	6	6	0	n
mieux une	1	1	0	n
pique ça	1	1	0	v
eau pour	1	0	1	les
couleur les	1	1	0	n
le bébé	3	2	0	qui
offert à	1	0	0	maman
es cogné	1	0	0	contre
continuer à	2	0	2	v
{ jusqu'à	1	0	0	ce
du papier	1	0	1	en
oh Tim	1	0	1	tu
vas+y oh	1	0	1	ben
oublié d'	1	0	1	v
était pas	2	1	0	une
deux petites	1	1	0	n
ouvrir tout	1	0	0	le
quand vous	1	0	0	v
des ailes	1	0	0	aussi
à à	1	0	1	lui
saletés par	1	1	0	là
mais j'	2	0	2	ai
changer se	1	0	1	v
sont bien	1	0	0	n
de pas	3	0	3	v
bonjour en	1	1	0	a
et allumer	1	0	0	il
le garder	1	0	0	jusqu'à
{ troisième	1	1	0	qui
veut dire	3	1	1	quoi
foi hein	1	0	0	tu
nous ont	1	0	1	v
ça je	1	0	0	v
plein d'	2	2	0	n
lui as	2	0	2	v
aie aie+aie+aie	1	0	1	
rouge du	1	1	0	n
ou sinon	1	0	1	tu
alors ta	1	1	0	pelle+mécanique
donnes son	1	1	0	n
quand y+a	1	0	0	du
donne les	1	1	0	n
bonjour Pierre	1	0	0	n
rendent aussitôt	1	0	0	
petit+déjeuner elle	1	0	1	v
quel âge	1	0	0	elle
fromage et	1	1	0	ben
celle+là la	1	1	0	n
remet la	1	1	0	n
grande elle	1	0	0	v
faire très	1	0	0	attention
viens de	2	0	2	v
étaient toutes	1	0	1	les
elle peut	1	0	1	pas
sortir hein	1	0	0	bah
laisser tranquilles	1	0	0	un
suis bien	2	0	1	en
fera une	1	1	0	n
très bonne	1	1	0	n
y+a sur	1	0	0	le
toujours aussi	1	0	0	un
pour ses	1	1	0	petits
mettra pour	1	0	0	v
ou le	2	2	0	n
qui étaient	1	0	0	dans
il était	5	1	0	une
réclame des	1	1	0	n
rester au	1	1	0	n
de les	4	0	4	v
a faim	1	0	1	je
canapé toute	1	1	0	n
la mets	1	0	0	dans
fait l'	1	1	0	n
veux on	1	0	1	v
apprendre à	5	0	5	la
à t'	2	0	2	v
faut lui	2	0	2	v
comment se	1	0	1	v
elle avait	4	1	2	v
puis j'	1	0	1	ai
a l'	8	8	0	n
récite un	1	1	0	n
bon le	2	1	0	petit
pas toujours	1	1	0	oui
mettrait deux	1	1	0	n
tu chantes	1	1	0	en
monsieur qui	2	0	2	v
d' autres	11	9	0	n
creuser un	2	2	0	n
le mouton	1	1	0	tu
garde la	1	1	0	n
de préparer	1	0	0	le
va bien	2	0	2	comme
demain tu	1	0	0	v
gant les	1	1	0	n
lait pour	1	0	1	un
un feu	2	1	0	d'
est sans	1	1	0	v
Théo sont	1	0	0	les
quelque+chose au	1	1	0	n
retrouvais les	1	1	0	n
vêtements à	1	0	0	la
hop hop	1	0	0	hop
bien l'	1	1	0	v
chambre toute	1	0	0	n
catastrophe de	1	0	0	n
chambre à	1	0	0	v
offre une	2	2	0	n
je vous	2	0	1	v
sous la	5	5	0	n
existe des	1	1	0	n
là des	1	1	0	n
Bob le	1	1	0	n
{ euh	2	2	0	non
fais les	1	1	0	n
attends ne	2	0	2	l'
derrière ton	2	2	0	n
voiture là	1	0	0	pour
mh le	2	2	0	gros
bon ma	2	2	0	n
mettre les	11	9	0	n
la lune	1	0	1	donc
pomme de	5	5	0	n
fois couché	1	0	0	Hippolyte
veut ça	1	0	0	v
bons petits	1	1	0	n
sa soeur	2	0	0	qui
un un	3	3	0	petit
ah le	4	4	0	n
chaud un	1	1	0	n
personne au	1	1	0	n
remanger une	1	1	0	n
les nouveaux	1	1	0	n
à l	1	1	0	'impression
se font	1	0	1	pas
un stylo	1	1	0	
une belle	2	2	0	n
{ devient	1	1	0	brune
avec sa	7	7	0	n
bien te	1	0	1	v
les petit	1	1	0	n
avais jamais	2	0	2	v
piloter les	1	1	0	n
visiter le	1	1	0	n
ouh la	2	0	1	la
{ déjà	1	0	0	qu'
tu essayes	1	0	1	de
je peux	2	1	1	pas
pas tes	2	2	0	n
faire là	1	1	0	à
en+ai qui	1	0	1	v
parlé des	1	1	0	n
est sa	3	3	0	n
cheval des	1	1	0	n
payer le	1	1	0	n
sinon le	1	1	0	n
Cam de	1	0	0	n
un morceau	1	0	0	de
oui ta	1	1	0	n
grande ligne	1	0	0	c'
forte cette	1	1	0	n
fais une	4	4	0	autre
mal au	4	4	0	n
boire un	1	1	0	petit
ça tu	9	0	6	v
claque la	1	1	0	n
six sept	1	0	0	huit
céréales des	1	1	0	n
que ça	23	3	13	v
es très	2	0	0	fort
passerait pas	1	0	0	v
tombé au	1	1	0	n
retrouver les	1	1	0	n
vu dans	1	0	0	la
souvent je	2	1	1	v
si elle	1	0	1	v
un vrai	2	2	0	n
est bleu	1	0	0	c'
un peu	28	11	3	de
regarde elles	1	0	1	sont
vendre des	1	1	0	n
donc tu	4	1	2	v
{ poireau	1	1	0	
aller le	3	1	2	v
ça votre	1	1	0	n
machine à	2	0	2	v
wagons en	1	1	0	a
suis toute	3	1	2	n
un casquette	1	0	1	ou
de quinze	1	1	0	n
a encore	2	2	0	une
demanderas ce	1	1	0	que
dents te	1	0	0	v
le pas	1	0	0	à
le bavoir	1	1	0	aussi
me fais	3	1	2	n
fais tout	1	0	1	doucement
as carrément	1	0	1	sur
les donne	1	0	0	à
trouvé autre	1	1	0	n
fenêtres des	1	1	0	n
comme autres	1	1	0	n
comme ce	1	1	0	n
es plus	1	0	0	dans
derrière le	4	4	0	n
goûté les	1	1	0	n
retrouver la	1	1	0	n
{ prends	1	0	0	le
explique à	1	0	0	la
coucou le	1	1	0	n
mais ses	2	2	0	n
trouver du	1	1	0	jaune
laves la	1	1	0	n
tiens le	1	1	0	n
tient pas	1	0	0	sur
le noeud	1	1	0	puis
eh oh	2	0	0	eh
partir en	2	2	0	n
mangé un	1	1	0	de
facile de	2	0	2	n
crabe de	1	1	0	n
de jouer	1	0	0	au
es grosses	1	1	0	n
Bruit trouva	1	0	0	
bonjour le	1	1	0	n
après avoir	1	0	1	v
couleur ce	1	1	0	que
tes gros	1	1	0	n
{ ça	86	8	62	v
y+a marqué	1	0	0	quoi
Dad et	1	0	0	Mom
oublié des	1	1	0	n
trottoir pour	1	0	0	v
allez on	14	0	14	v
mains toutes	3	0	2	les
un air	3	3	0	content
sont les	16	15	0	n
fait avec	1	0	0	la
aller moins	1	0	0	de
ai presque	1	0	1	v
avait à	1	1	0	la
qu'est+ce+qui se	9	0	9	v
que je	25	0	17	v
met du	2	1	0	on
mis la	3	3	0	n
les petits	24	24	0	n
matins au	1	1	0	n
l' avoir	1	0	1	dans
faire ce	1	1	0	que
ça t'	6	0	6	v
{ ensuite	1	0	0	tu
bleu comme	1	0	0	ça
abîmer la	1	1	0	n
ah une	3	3	0	n
je m'	5	0	5	v
un oiseau	3	1	1	qu'
trois de	1	0	0	n
mer est	1	0	1	pas
de me	3	0	3	v
fois elles	1	0	1	sont
plus en	1	1	0	plus
ça tout	1	0	0	le
vois une	2	2	0	n
peux pas	4	0	3	v
la semaine	1	1	0	dernière
sur tous	1	0	0	les
non un	1	1	0	n
au bon	2	2	0	n
bras pour	1	0	1	le
ils étaient	1	0	0	pas
creuse un	1	1	0	n
nage à	1	1	0	la
où tu	2	2	0	v
je l'	4	0	4	ai
en son	1	1	0	n
très très	5	2	0	haut
peu ton	1	1	0	n
as renversé	1	0	0	le
mal aux	1	1	0	n
une souros	1	0	0	
plus tes	1	1	0	n
pas lui	3	0	3	v
chantes des	1	1	0	n
mets des	1	1	0	n
pieds des	1	1	0	n
la vraie	1	1	0	n
aura un	1	1	0	n
le monde	2	0	0	le
suis cognée	1	1	0	un
sont tellement	1	0	0	de
a dans	1	0	0	sa
camion de	1	1	0	n
qui avait	1	1	0	v
avoir une	1	1	0	n
ont fait	1	0	0	des
voir l'	2	2	0	n
es vraiment	1	0	0	une
maillot+de+bain une	1	1	0	n
pompiers ils	1	0	0	sont
montres le	2	1	0	n
j' y	1	0	1	v
ah à	1	0	0	moi
fait la	9	8	0	n
viens le	1	0	1	n
partie des	1	0	0	n
que ce	7	2	0	soit
veut s'	1	0	1	v
est de	9	1	1	la
copains cette	1	1	0	n
trop de	5	5	0	n
bah on	1	0	1	v
j' aurai	1	0	1	bien
accroche le	1	1	0	n
{ quand	2	0	0	tu
s s'	1	0	1	v
veux aller	1	0	0	v
on attend	2	0	0	un
cousins qui	1	0	0	v
ben viens	1	0	0	v
fais chauffer	1	0	0	de
fil est	1	0	0	très
manger tout	1	0	0	la
être tout	5	1	0	le
peu moins	1	1	0	de
est petite	1	1	0	hein
autres qui	1	0	0	sont
bah elle	2	0	2	est
il s'	8	0	8	v
prépare des	1	1	0	n
gratte cette	1	1	0	n
gueule grande	1	0	0	n
trésor au	1	1	0	n
pas beaucoup	2	0	0	de
les numéros	1	1	0	
sinon on	1	0	1	v
une soucoupe	1	0	0	volante
qu'est+ce+qui te	1	0	1	v
là elle	2	0	2	v
peu en	1	1	0	v
oh est	1	0	0	gros
Ame ça	1	0	1	je
lettres pour	1	0	1	v
donnes du	1	1	0	n
morceau de	11	11	0	n
pendant ce	1	1	0	n
téléphone tu	1	0	1	v
tu restes	3	0	0	debout
est la	66	49	2	n
tu me	51	6	43	v
d' une	5	5	0	n
Léa et	1	0	0	puis
te mettes	1	0	0	par
ou ses	1	1	0	n
essuyer les	1	1	0	n
non des	1	1	0	commes
puis de	1	0	1	v
tous ces	2	2	0	n
parce+qu' ils	1	0	1	sont
ça par	2	2	0	la
personne qui	1	0	1	v
il le	2	0	2	v
rappelles le	1	1	0	n
des longs	1	1	0	là
tu t'	33	0	33	v
vas pouvoir	2	0	2	v
à une	4	3	1	petite
appelle l'	2	2	0	autre
enlèves tes	1	1	0	n
sur mes	4	4	0	n
vu des	4	3	0	n
pas être	3	0	0	contente
coincer les	1	1	0	n
tout l'	1	1	0	n
es toute	1	0	1	enrouée
pas m'	2	0	2	en
regardes l'	1	1	0	n
oeufs des	1	1	0	n
aspirer le	1	1	0	n
a une	11	10	0	n
on met	1	0	0	le
école des	1	1	0	n
tes cuillières	1	0	1	
y+a la	12	11	0	n
a mit	1	0	0	à
sur son	2	2	0	n
fait tu	1	0	1	as
le le	2	2	0	petit
eh tu	4	1	3	v
ai de	1	0	0	la
parlait l'	1	1	0	n
réveille maman	1	1	0	n
aux quatre	1	1	0	cinq
que se	1	0	1	v
Ger qui	1	0	1	te
né tu	1	1	0	v
est une	89	79	4	n
aspirer les	1	1	0	n
mais il	7	1	4	est
vu de	1	0	0	n
me disais	1	1	0	qu'est+ce+qu'
près des	1	1	0	n
ça faut	2	0	2	pas
on marche	1	0	0	pas
encore pas	1	0	1	v
retrouve le	1	1	0	petit
{ celui+là	1	0	0	il
la la	2	1	0	la
{ miaou	1	1	0	
crocodiles cinq	1	1	0	six
il est	121	7	67	pas
oh mon	2	1	0	n
pays de	2	2	0	n
hop la	1	1	0	n
l' autre	23	22	0	n
garde celui	1	0	0	qui
y avait	5	3	0	des
{ tu	323	41	258	v
attention tes	2	2	0	n
demandes un	1	1	0	n
prenait la	1	1	0	n
les re	1	0	1	v
sur ta	6	6	0	n
raconte à	1	0	0	la
boire son	1	1	0	n
sont tombées	1	0	0	mais
je suis	17	2	7	pas
magasin je	1	0	1	v
moi le	1	1	0	mien
pas très	19	3	0	bien
par un	2	2	0	autre
finir par	2	0	2	v
instrument de	3	3	0	n
bac à	1	1	0	n
un trou	1	1	0	deux
va pas	20	0	19	v
où tes	2	2	0	n
essayé de	2	0	2	le
qui faut	1	0	1	le
permettra à	1	0	0	la
les mettre	2	0	0	dans
encotre des	1	1	0	n
{ oh	8	2	1	ben
le bon	6	6	0	n
l' amener	1	0	0	au
de heuh	1	1	0	v
prisonnier ils	1	0	0	sont
descendre la	1	1	0	n
elles étaient	1	0	0	plus
un gros	12	12	0	n
groseillers des	1	1	0	n
et oui	1	1	0	et
par la	2	2	0	n
dit non	1	0	1	n
enregistre son	1	1	0	n
surgit un	1	0	0	petit
bon la	1	1	0	petite
en avait	2	0	2	v
met à	1	0	1	deux
enlever l'	1	1	0	n
aurais bien	1	0	0	v
cherche mon	1	1	0	n
proposer le	1	1	0	n
tout le	18	17	0	n
me le	12	2	9	v
de ce	4	3	0	n
couleur du	1	1	0	n
hélice les	1	0	0	n
oh pas	1	0	0	comme
voit plus	2	0	0	Mar
ça part	2	0	0	un
du beau	1	1	0	n
faudrait être	1	0	1	v
{ laquelle	1	1	0	
avec un	11	9	0	n
du premier	1	1	0	n
Océane et	1	0	0	puis
la souris	2	0	0	sur
nager en	1	1	0	a
des feuilles	1	0	0	de
à un	6	6	0	n
vous arrêtez	1	0	0	
empêche de	1	0	1	v
chocolat tu	1	0	1	v
d'en+dessous j'	1	0	1	ai
déclenché tout	1	0	0	le
n' pas	1	0	1	v
est où	1	0	0	le
dû rester	1	0	0	comme
toutes ces	1	1	0	n
les enlever	1	0	0	le
euh mercredi	1	1	0	donc
tourner le	4	4	0	n
faire comme	1	1	0	ça
sucres on	1	0	1	v
eux qui	1	0	0	ne
ah l'	1	1	0	autre
un gâteau	2	0	0	au
bien ta	1	1	0	n
oiseaux y	1	0	1	en
{ à	23	6	9	la
eh ne	1	0	1	t'
prête le	1	1	0	n
biberon le	1	1	0	n
chante comme	1	1	0	ça
oui une	2	2	0	v
et de	3	0	1	la
bah ils	1	0	1	sont
laisser en	1	1	0	a
quoi une	1	1	0	n
si il	2	0	2	v
manettes les	1	1	0	n
ton truc	1	0	0	qui
appeler un	1	1	0	n
est aussi	1	1	0	un
en+avait de	1	0	0	n
a moulinée	1	0	0	
{ dis+moi	1	0	0	
dix dis	1	0	0	donc
vais pouvoir	1	0	1	v
bien de	1	0	1	le
faire trop	1	0	1	de
coup de	7	7	0	n
j' ai	44	9	28	v
entière celle	1	0	0	que
euh Henri	1	0	0	
est que	1	0	0	tu
y+a en	1	0	0	a
l' avait	2	0	2	pas
jouer un	1	1	0	n
la fin	1	0	0	de
pris une	1	1	0	n
il faut	31	0	28	v
un rose	1	0	0	qui
t' es	15	2	8	v
pourquoi tu	7	1	5	v
fasse une	2	2	0	n
y+a quelque+chose	1	0	0	qui
va être	11	3	1	le
{ Flopso	1	0	0	Trotso
aurait dû	2	0	2	t'
ça un	8	7	0	n
couche ce	1	1	0	que
toit loin	1	0	0	comme
s dorment	1	0	0	tellement
côté du	3	3	0	n
comme avec	1	0	1	les
{ hop	3	0	2	hop
chaussons tiens	1	0	0	v
prend les	1	1	0	n
des dessins	1	0	0	
bleue une	1	1	0	n
en premier	1	0	0	n
Emi ah	1	0	0	oui
est peut+être	2	0	1	un
quand ça	1	0	1	v
a chez	2	0	0	n
vient de	1	0	1	v
marches à	1	0	0	la
lait un	1	1	0	n
table pour	1	0	1	v
été bien	1	0	0	v
le mets	2	1	0	dans
pour ton	1	1	0	n
elle le	3	0	2	n
je veux	3	0	3	pas
vas leur	1	0	1	v
oeil grand	1	0	0	n
avec l'	7	7	0	autre
cinq et	1	0	0	puis
arrêter l'	1	1	0	n
pendant une	3	3	0	n
peut+être ça	1	0	1	qu'
haut en	1	0	0	a
peut lui	1	0	1	v
Monsieur Bruit	3	0	3	était
un tigre	1	0	0	que
correspond à	1	0	0	quoi
mais ils	1	0	1	sont
va me	2	0	2	le
faut faire	1	0	1	attention
{ ton	9	9	0	n
mais non	1	0	1	c'
escargot tout	1	1	0	le
lève ton	1	1	0	n
bec une	1	1	0	n
caméraman est	1	0	0	pas
demandé ce	1	1	0	que
à son	5	4	0	n
souvent on	1	0	1	v
alors les	2	2	0	n
Val de	1	0	1	n
le train	1	0	0	il
un produit	1	1	0	ah
l' eau	3	0	0	dans
était le	1	1	0	n
pas au	6	5	0	n
peut+être que	1	0	0	c'
est quel	1	1	0	animal
cartes pour	1	0	1	qu'
papa qui	2	1	1	a
Mol et	1	0	0	puis
tu arrêtes	1	0	0	de
que fait	2	0	0	le
celui ce	1	0	0	que
est les	22	18	0	n
fais un	14	13	0	n
est un	144	135	1	n
tout+le+temps des	1	1	0	n
{ deux+cents+cinquante	1	1	0	n
non+non+non+non parce+que	1	0	0	tu
sert de	1	1	0	ça
à ta	3	3	0	n
peuvent rentrer	1	0	1	dans
y+ait de	1	1	0	n
comment un	1	1	0	n
puisse heuh	1	0	1	v
gommette toute	1	1	0	n
là comme	1	1	0	ça
lit de	2	1	0	Mar
qui vient	2	0	1	v
poire le	1	1	0	n
tronc d'	1	1	0	n
va au	2	2	0	n
mettre des	8	8	0	n
un tout	2	0	0	petit
{ bon	6	4	0	ben
prendre tous	1	0	0	les
penses à	1	0	1	autre
remettre à	1	0	0	leur
bouchon du	1	1	0	n
d' un	8	8	0	n
si fort	1	0	0	qu'
remonte tes	1	1	0	n
laisse les	1	1	0	v
des autres	2	2	0	moyens
je vais	24	0	23	v
une troisième	1	1	0	qui
oeuvre d'	1	1	0	v
renversé hier	1	1	0	n
eh Mar	1	0	1	on
plus un	1	1	0	n
jaunes le	1	1	0	n
tu retrouves	1	0	0	ce
filmer le	1	1	0	n
pendant les	1	1	0	n
cherche une	1	1	0	n
debout tout	1	0	0	le
petite fille	1	0	0	qui
pas avec	1	0	0	le
hé ho	1	0	0	
manger du	2	2	0	n
les oreilles	2	1	0	de
le gilet	1	0	0	
{ tapis	1	1	0	de
actionnes trop	1	0	0	de
nettoyer avant	1	0	0	de
la terre	1	0	1	et
ce matin	1	0	0	tu
fais en	1	1	0	quelle
pendant trois	1	1	0	n
pas me	3	0	3	v
de t'	2	0	2	v
amènes un	1	1	0	n
celui+ci par	1	1	0	là
{ entoure	1	0	0	
moi qui	4	1	3	v
sors les	2	2	0	n
bureau les	1	1	0	n
{ attends	3	1	2	je
légumes que	1	0	0	tu
et ce	3	2	0	n
mangé de	1	1	0	bonne
à n'	1	0	1	v
chocolat la	1	1	0	n
les prend	1	0	0	le
ouais là	1	0	0	c'
souris elles	1	0	1	sont
{ un	179	170	1	n
lapins qui	1	0	1	v
appelle une	1	1	0	n
cousine l'	1	1	0	n
mets dans	1	0	0	le
chercher une	1	1	0	autre
on retourne	1	0	0	au
Dad a	1	0	1	v
Mireille l'	1	1	0	n
bébés ils	1	0	1	ont
les fait	1	0	1	pas
roue de	1	1	0	n
bien tes	2	2	0	n
l' ardoise	1	0	0	
récipient à	1	1	0	la
se garer	1	0	0	jusque
et ses	1	1	0	petits
met l'	2	2	0	une
regarder l'	1	1	0	n
on sort	1	0	0	pas
peut+être plus	1	1	0	à
voir les	2	2	0	petits
a un	23	22	0	n
ta carte	1	0	0	qui
Bambi et	1	0	0	le
faut attendre	1	0	0	un
ligne de	1	1	0	n
consiste à	1	0	1	la
aïe aux	1	1	0	n
forte en	1	1	0	a
{ où	2	1	1	est+ce+qu'
peux me	2	0	2	v
elle ne	1	0	1	v
appuie pour	1	0	1	v
bouh+bouh+bouh on	1	0	1	v
oh bien	1	0	0	v
tu auras	1	0	0	plus
assiette du	1	1	0	n
pourrait t'	1	0	1	v
aura une	1	1	0	n
laver le	1	1	0	n
ça si	1	0	0	vous
oh je	1	0	1	v
fais ton	2	1	0	n
devait être	1	0	1	Tigrou
père Noël	1	0	1	ça
vont s'	1	0	1	v
fait pour	6	0	6	v
avec des	19	16	0	n
aussi de	1	1	0	n
une voix	1	0	0	la
son pot	1	1	0	de
hélicoptère d'	1	0	0	v
livre en	2	1	0	a
coincer la	1	1	0	n
voit la	1	1	0	n
un stage	1	0	0	
livre du	1	1	0	n
elle t'	2	0	2	as
roule tout	1	0	0	le
cheval moitié	1	1	0	de
ton pied	2	0	1	là
attend une	1	1	0	n
en veux	2	0	0	un
le son	1	0	0	de
rentrer mon	1	0	0	n
scier un	1	1	0	n
les peint	1	0	0	il
peut jouer	1	0	0	aux
que toutes	1	0	1	les
pars en	1	1	0	a
là y+a	6	1	3	des
vers ton	1	1	0	n
pas durer	1	0	0	
et les	20	19	0	n
la fasses	1	0	1	un
parler elle	1	0	0	v
deux grandes	1	1	0	n
bruit du	1	1	0	n
ils nous	1	0	1	v
besoin de	6	2	1	v
pouce on	1	0	1	v
aller au	2	2	0	n
semaines n+toto	1	0	1	se
voilà tu	3	0	3	v
encore quelques	2	2	0	n
tu viens	5	1	1	me
ouïe ouïe	3	3	0	ça
pas et	1	0	0	elle
juste le	2	0	2	refflet
oh l'	2	2	0	autre
avoir bien	1	0	1	v
{ bien	2	1	1	v
une fois	1	0	1	qu'
fin ou	1	0	0	alors
rose l'	1	1	0	n
{ èh	1	1	0	
et l'	5	5	0	n
vas+y bah	1	0	1	tu
roses sept	1	1	0	huit
prends une	1	1	0	n
parler des	1	1	0	n
aller faire	2	1	0	un
ce qui	3	1	1	est
avaient ramassé	1	0	0	toutes
jouait aux	1	1	0	n
poupon la	1	1	0	n
quand il	1	0	0	v
ça s'	9	0	9	v
que tout	1	0	0	content
retrouvé le	1	1	0	n
comprend cette	1	1	0	n
quoi par	1	1	0	là
a perdu	1	0	0	aux
là+bas encore	1	0	0	un
hein en	1	0	0	ce
est+ce+qui a	1	0	1	v
qu'e tu	1	0	1	v
parce+qu' avec	1	0	0	les
y+a de	2	0	0	la
prendre la	2	1	0	la
on te	10	0	9	v
aux petits	1	1	0	n
une grosse	2	2	0	n
dans mes	4	4	0	n
aux cube	1	0	1	avec
pour bien	2	0	2	v
le dit	1	0	0	tellement
cinq éléphants	1	0	0	il
jeté son	1	1	0	n
veux plus	1	0	1	grand
ils ont	5	3	1	v
poussins les	1	0	0	n
qu'est+ce+qui t'	1	0	1	es
Tim parce+que	1	0	0	c'
des belles	1	1	0	n
des grandes	6	6	0	n
dans les	26	25	0	n
dis+donc à	1	1	0	la
oui le	5	5	0	n
parce+que je	2	0	2	v
il n'	1	0	1	a
un bracelet	1	0	0	avec
micro je	1	0	1	v
que tes	1	1	0	n
ça les	5	5	0	n
devant la	1	0	0	n
des bâteaux	1	0	0	aussi
non on	2	0	2	v
par+là il	1	0	1	v
va venir	1	0	1	ce
un noyau	1	0	0	là
tomate des	1	1	0	n
super bien	1	0	0	v
être bein	1	0	0	je
mot du	1	1	0	n
manoeuvre est	1	0	0	pas
donner le	2	2	0	n
l' année	2	0	0	dernière
il mange	1	0	0	ses
de quel	2	2	0	n
peu avec	1	0	0	les
vous les	1	0	1	n
Minni et	1	0	0	puis
dormi euh	1	0	0	v
des bêê	1	0	0	par+ci
y est	1	0	0	tu
enlever la	5	5	0	n
les plus	1	0	0	les
ces petites	1	1	0	n
en ce	6	6	0	n
dit pas	1	1	0	berk
avais des	1	1	0	n
veux sortir	1	0	0	M
qu'est+ce+que vous	1	0	0	avez
fois chaque	1	1	0	n
plus on	2	0	2	v
si ce	1	0	0	que
as mangé	1	0	0	le
quoi on	1	0	0	v
cinq petits	1	1	0	n
être fatiguée	1	0	0	ouh
est ces	3	2	0	n
si tu	23	2	20	v
cassette d'	1	0	0	v
quoi à	1	0	0	ton
veux j'	1	0	1	ai
enlève ton	2	2	0	n
pourrais mme	1	0	1	
dire des	1	1	0	n
{ que	2	0	0	tu
tomber tout	1	0	0	le
que vous	2	0	0	avez
faut le	7	1	6	v
prends sous	1	0	0	le
bah à	1	0	0	la
et qu'est+ce+qu'ils	1	0	0	v
heuh on	2	0	1	v
euh allumer	1	0	0	il
suit le	1	1	0	n
doit pas	1	0	0	v
nettoyer les	1	1	0	n
là au	1	1	0	n
fabriquent les	1	1	0	n
as tourné	1	0	0	un
mais faut	1	0	1	pas
avec tous	1	0	0	ces
l' air	4	2	0	content
voir ton	1	1	0	petit
faut un	2	2	0	n
te les	4	0	4	ai
prendre ces	1	1	0	n
les mêmes	2	2	0	n
servent de	1	0	0	n
que j'	11	0	9	v
et tu	13	2	11	v
bien les	8	7	1	n
parce qu'	1	0	0	il
peur du	3	3	0	grand
m' as	7	0	7	v
éléphants six	1	0	0	n
a des	40	36	0	n
reconnais ton	1	1	0	n
dirait une	1	1	0	n
cogné contre	1	0	0	un
possible du	1	1	0	n
est+ce+qu' il	2	0	1	est
apporte les	1	1	0	n
montre du	1	1	0	n
est souvent	1	0	0	ça
plus s'	1	0	1	en
ils puissent	1	0	1	
hein pour	1	0	1	v
hein t'	1	0	1	v
vais t'	9	0	9	v
ça a	3	0	3	v
{ voilà	10	7	0	c'
histoire du	3	2	0	petit
ouf au	1	0	0	n
une au	1	1	0	n
{ petite	5	5	0	ou
aïe aïe	1	0	0	aïe
que d'	1	1	0	une
place ça	1	0	0	v
te vexes	1	0	0	
terminée de	1	0	1	n
est l'	20	20	0	n
juste un	1	1	0	petit
oiseau là	1	1	0	c'
eh une	1	1	0	n
veux le	10	5	5	v
attraper la	1	1	0	n
et il	5	0	5	v
tu regardes	1	0	0	la
donc on	4	1	3	v
va vite	1	0	1	v
énorme gueule	1	0	0	
trop du	1	1	0	n
vois avec	1	0	0	les
bah faudra	1	0	1	qu'
construisent le	1	1	0	n
tu m'	20	0	19	as
est passé	1	0	0	où
toutes tes	3	2	0	grosses
sur le	67	64	0	n
y as	2	0	2	v
comme tes	1	1	0	n
bain qui	1	0	1	v
puis faut	1	0	1	un
couper notre	1	1	0	n
non pas	2	0	0	sur
chaussures ce	1	1	0	que
oh il	4	0	4	est
matin à	1	0	0	la
tourner tout	1	0	0	le
crinière la	1	1	0	n
bonjour petit	1	1	0	n
as plus	2	1	0	de
être dangereux	1	0	0	le
fourmi elle	1	0	1	v
Pie par	1	1	0	là
ajouter le	1	1	0	n
chambre ça	1	0	0	v
mieux le	1	0	1	v
ils te	3	0	2	v
rencontré de	1	1	0	n
du gros	1	1	0	n
te fais	3	1	2	v
aimerais bien	1	0	1	v
chanteurs du	3	3	0	n
appris une	1	0	0	n
t' a	5	1	2	v
aller te	2	0	2	v
voitures du	1	1	0	n
ben elle	1	0	1	est
mains en	1	0	0	a
yeux encore	1	0	0	un
ça croustille	1	1	0	
cette encre	1	1	0	de
après parce+que	1	0	0	tu
bien regarder	1	0	0	derrière
veut faire	2	0	0	de
ressemble à	1	0	0	un
accident là	1	0	0	c'
sont toujours	1	0	1	dans
prochaine pour	1	0	1	v
prend il	1	0	1	v
ils se	7	0	7	v
Valérie la	1	0	0	n
finir de	1	0	1	le
tous les	14	14	0	n
prendre le	4	4	0	n
me coupe	1	0	0	un
parce que	2	0	0	c'
vus les	1	1	0	n
{ regarde	10	2	1	il
est lui	1	0	0	qui
chambre te	1	0	1	v
même pas	1	0	0	ce
qu'est+ce+qu' elle	3	0	3	v
y était	1	0	0	un
{ aller	1	0	1	v
vole ta	1	1	0	n
qui euh	1	0	1	v
avait déjà	1	0	1	v
approches et	1	0	0	puis
{ ouille+ouille+ouille	1	0	0	dans
y en+avoir	1	0	0	d'
sera des	1	1	0	n
hippopotame deux	1	1	0	n
qu' tu	1	0	1	te
elle a	32	6	20	v
euh au	2	1	0	n
patés de	3	3	0	n
et la	21	19	0	n
lui fais	1	1	0	un
sur on	1	0	1	v
veux jouer	3	0	0	à
ce fameux	1	1	0	
il viens	1	0	1	v
{ papi	1	0	0	et
